Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-05-20,BGR,Bulgaria,Haskovo,41.849113,25.942349,9753,1,7,9745,,,True,True,BG422
2021-05-20,BGR,Bulgaria,Kardzhali,41.527042,25.441477,4461,0,4,4457,,,True,True,BG425
2021-05-20,BGR,Bulgaria,Kyustendil,42.255307,22.869974,8909,3,20,8886,,,True,True,BG415
2021-05-20,BGR,Bulgaria,Lovech,43.035259,24.5688,5627,0,1,5626,,,True,True,BG315
2021-05-20,BGR,Bulgaria,Montana,43.496677,23.192363,6293,0,0,6293,,,True,True,BG312
2021-05-20,BGR,Bulgaria,NOT SPECIFIED,,,0,17271,369069,-386340,,,True,True,
2021-05-20,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,11167,9,18,11140,,,True,True,BG423
2021-05-20,BGR,Bulgaria,Pernik,42.613861,22.853171,7972,0,1,7971,,,True,True,BG414
2021-05-20,BGR,Bulgaria,Pleven,43.486117,24.610919,13100,2,10,13088,,,True,True,BG314
2021-05-20,BGR,Bulgaria,Plovdiv,42.257364,24.824903,36226,5,64,36157,,,True,True,BG421
2021-05-20,BGR,Bulgaria,Razgrad,,,3736,0,0,3736,,,True,True,BG324
2021-05-20,BGR,Bulgaria,Ruse,43.54059,25.759217,14045,0,1,14044,,,True,True,BG323
2021-05-20,BGR,Bulgaria,Shumen,43.296516,27.004814,9673,1,1,9671,,,True,True,BG333
2021-05-20,BGR,Bulgaria,Silistra,43.946163,27.044927,5900,1,2,5897,,,True,True,BG325
2021-05-20,BGR,Bulgaria,Sliven,42.67034,26.241026,10317,11,56,10250,,,True,True,BG342
2021-05-20,BGR,Bulgaria,Smolyan,41.628892,24.668089,4761,4,33,4724,,,True,True,BG424
2021-05-20,BGR,Bulgaria,Sofia City,42.286287,23.616846,108374,56,411,107907,,,True,True,BG411
2021-05-20,BGR,Bulgaria,Sofia Region,,,13365,0,0,13365,,,True,True,BG412
2021-05-20,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,17627,3,0,17624,,,True,True,BG344
2021-05-20,BGR,Bulgaria,Targovishte,,,3930,1,0,3929,,,True,True,BG334
2021-05-20,BGR,Bulgaria,Varna,43.186206,27.59493,31061,0,11,31050,,,True,True,BG331
2021-05-20,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,9514,4,5,9505,,,True,True,BG321
2021-05-20,BGR,Bulgaria,Vidin,43.797295,22.68621,2896,18,14,2864,,,True,True,BG311
2021-05-20,BGR,Bulgaria,Vratsa,43.395067,23.759152,10066,0,2,10064,,,True,True,BG313
2021-05-20,BGR,Bulgaria,Yambol,,,6782,14,18,6750,,,True,True,BG343
2021-05-18,HRV,Croatia,Bjelovarsko-bilogorska,45.739855,16.976657,7414,171,,7243,,,True,True,HR047
2021-05-18,HRV,Croatia,Brodsko-Posavska,45.142404,17.821388,11751,189,,11562,,,True,True,HR04A
2021-05-18,HRV,Croatia,Dubrovačko-neretvanska,42.662368,18.15083,8243,136,,8107,,,True,True,HR037
2021-05-18,HRV,Croatia,Grad Zagreb,45.742196,16.008116,68627,2374,,66253,,,True,True,HR041
2021-05-18,HRV,Croatia,Istarska,45.203521,13.895312,7141,155,,6986,,,True,True,HR036
2021-05-18,HRV,Croatia,Karlovačka,45.292126,15.46427,10155,430,,9725,,,True,True,HR04D
2021-05-18,HRV,Croatia,Koprivničko-križevačka,46.066232,16.571467,7817,224,,7593,,,True,True,HR045
2021-05-18,HRV,Croatia,Krapinsko-zagorska županija,46.09492,15.919072,10832,341,,10491,,,True,True,HR043
2021-05-18,HRV,Croatia,Ličko-senjska,44.69075,15.422344,3856,137,,3719,,,True,True,HR032
2021-05-18,HRV,Croatia,Međimurska,46.410728,16.508315,14171,186,,13985,,,True,True,HR046
2021-05-18,HRV,Croatia,NOT SPECIFIED,,,,,338982,-338982,,,True,True,
2021-05-18,HRV,Croatia,Osječko-baranjska,45.56139,18.442456,20685,912,,19773,,,True,True,HR04B
2021-05-18,HRV,Croatia,Požeško-slavonska,45.404899,17.562893,3819,111,,3708,,,True,True,HR049
2021-05-18,HRV,Croatia,Primorsko-Goranska,45.367738,14.701448,32416,482,,31934,,,True,True,HR031
2021-05-18,HRV,Croatia,Šibensko-kninska,43.89492,16.07332,9726,155,,9571,,,True,True,HR034
2021-05-18,HRV,Croatia,Sisačko-moslavačka,45.365583,16.424137,11314,113,,11201,,,True,True,HR04E
2021-05-18,HRV,Croatia,Splitsko-Dalmatinska,43.613438,16.730085,44746,606,,44140,,,True,True,HR035
2021-05-18,HRV,Croatia,Varaždinska,46.250434,16.293818,21135,513,,20622,,,True,True,HR044
2021-05-18,HRV,Croatia,Virovitičko-podravska,45.831646,17.385543,4325,96,,4229,,,True,True,HR048
2021-05-18,HRV,Croatia,Vukovarsko-srijemska,45.179126,18.877963,10666,203,,10463,,,True,True,HR04C
2021-05-18,HRV,Croatia,Zadarska,44.347845,15.959404,13208,221,,12987,,,True,True,HR033
2021-05-18,HRV,Croatia,Zagrebačka,45.82762,16.381796,28950,10,,28940,,,True,True,HR042
2021-05-18,CYP,Cyprus,Cyprus,35.167406,33.435499,71533,416,59891,11226,1639,,True,True,CY
2021-05-18,CZE,Czech Republic,NOT SPECIFIED,,,1655414,29948,1602118,23348,,,True,True,
2020-09-11,DNK,Denmark,Faroe,62.194921,-7.096614,0,0,,0,,,True,True,FRO
2020-09-11,DNK,Denmark,Greenland,71.702379,-42.177174,0,0,,0,,,True,True,GRL
2021-05-19,DNK,Denmark,Hovedstaden,55.675758,12.56902,,,,0,,,True,True,DK01
2021-05-19,DNK,Denmark,Mainland,56.031924,9.317572,,,,0,,,True,True,
2021-05-19,DNK,Denmark,Midtjylland,56.302139,9.302777,,,,0,,,True,True,DK04
2021-05-19,DNK,Denmark,Nordjylland,56.830742,9.493053,,,,0,,,True,True,DK05
2021-05-19,DNK,Denmark,NOT SPECIFIED,,,269343,2505,253678,13160,163,0,True,True,
2021-05-19,DNK,Denmark,Sjælland,55.92481,11.67126,,,,0,,,True,True,DK02
2021-05-19,DNK,Denmark,Syddanmark,55.675758,12.56902,,,,0,,,True,True,DK03
2021-05-19,EST,Estonia,Estonia,58.596209,25.023778,127757,1232,,126525,,,True,True,EE0
2021-05-18,FIN,Finland,Ahvenanmaa,60.240625,19.966666,379,,,379,,,True,True,FI200
2021-05-18,FIN,Finland,Etelä-Karjala,61.217899,28.550289,1120,,,1120,,,True,True,FI1C5
2021-05-18,FIN,Finland,Etelä-Pohjanmaa,62.833356,23.05691,813,,,813,,,True,True,FI194
2021-05-18,FIN,Finland,Etelä-Savo,61.813578,27.347685,938,,,938,,,True,True,FI1D1
2021-05-18,FIN,Finland,HUS,60.408524,24.7817,52494,,,52494,,,True,True,FI1B1
2021-05-18,FIN,Finland,Itä-Savo,62.073919,28.846114,305,,,305,,,True,True,FI1X1
2021-05-18,FIN,Finland,Kainuu,64.373656,28.743748,307,,,307,,,True,True,FI1D8
2021-05-18,FIN,Finland,Kanta-Häme,60.921424,24.354383,1711,,,1711,,,True,True,FI1C2
2021-05-18,FIN,Finland,Keski-Pohjanmaa,63.626887,24.066596,373,,,373,,,True,True,FI1D5
2021-05-18,FIN,Finland,Keski-Suomi,62.629133,25.476526,2489,,,2489,,,True,True,FI193
2021-05-18,FIN,Finland,Kymenlaakso,60.826543,26.889951,1497,,,1497,,,True,True,FI1C4
2021-05-18,FIN,Finland,Länsi-Pohja,66.133479,24.762611,613,,,613,,,True,True,FI1X2
2021-05-18,FIN,Finland,Lappi,67.847438,26.444542,626,,,626,,,True,True,FI1D7
2021-04-04,FIN,Finland,NOT SPECIFIED,,,,846,,-846,,,True,True,
2021-05-18,FIN,Finland,Päijät-Häme,61.217271,25.721465,2881,,,2881,,,True,True,FI1C3
2021-05-18,FIN,Finland,Pirkanmaa,61.715017,23.913902,4982,,,4982,,,True,True,FI197
2021-05-18,FIN,Finland,Pohjois-Karjala,62.918285,29.941761,701,,,701,,,True,True,FI1D3
2021-05-18,FIN,Finland,Pohjois-Pohjanmaa,64.217762,25.29512,3121,,,3121,,,True,True,FI1D9
2021-05-18,FIN,Finland,Pohjois-Savo,63.173162,27.465765,1248,,,1248,,,True,True,FI1D2
2021-05-18,FIN,Finland,Satakunta,61.527072,22.157717,1627,,,1627,,,True,True,FI196
2021-05-18,FIN,Finland,Vaasa,63.077479,22.196054,2408,,,2408,,,True,True,FI195
2021-05-18,FIN,Finland,Varsinais-Suomi,60.590424,22.623677,9765,,,9765,,,True,True,FI1C1
2020-03-18,FIN,Finland,West North,,,2,0,0,2,,,True,True,
2021-05-18,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,0,11344,48830,-60174,2571,438,True,True,FRK
2021-05-18,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,0,4694,18722,-23416,906,138,True,True,FRC
2021-05-18,FRA,France,Bretagne,48.181767,-2.840778,0,1594,7390,-8984,647,70,True,True,FRH0
2021-05-18,FRA,France,Centre-Val de Loire,47.751569,1.675063,0,2665,11518,-14183,846,142,True,True,FRB0
2021-05-18,FRA,France,Corse,42.151732,9.105559,0,204,917,-1121,51,6,True,True,FRM0
2021-05-18,FRA,France,Grand Est,48.688738,5.613275,0,9971,36400,-46371,1765,320,True,True,FRF
2021-05-18,FRA,France,Guadeloupe,16.192207,-61.272382,0,271,1264,-1535,146,29,True,True,FRY1
2021-05-18,FRA,France,Guyane,3.926082,-53.245309,0,105,2475,-2580,97,26,True,True,FRY3
2021-05-18,FRA,France,Hauts-de-France,49.96966,2.770434,0,8851,35398,-44249,2730,487,True,True,FRE
2021-05-18,FRA,France,Île-de-France,48.709229,2.503473,0,19805,93273,-113078,5803,1237,True,True,FR1
2021-05-18,FRA,France,La Réunion,-20.89066,55.455054,0,186,1629,-1815,166,29,True,True,FRY4
2021-05-18,FRA,France,Martinique,14.63554,-61.022814,0,93,745,-838,65,10,True,True,FRY2
2021-05-18,FRA,France,Mayotte,-12.824511,45.165455,0,128,1256,-1384,11,6,True,True,FRY5
2021-05-18,FRA,France,Normandie,48.880101,-0.073045,0,3219,13157,-16376,1247,177,True,True,FRD
2021-05-18,FRA,France,NOT SPECIFIED,,,5959593,,,5959593,,,True,True,
2021-05-18,FRA,France,Nouvelle-Aquitaine,45.479897,0.410462,0,3688,15965,-19653,1109,201,True,True,FRI
2021-05-18,FRA,France,Occitanie,43.703195,2.143601,0,4417,20314,-24731,1247,232,True,True,FRJ
2021-05-18,FRA,France,Pays de la Loire,47.479115,-0.811996,0,2637,12448,-15085,610,118,True,True,FRG0
2021-05-18,FRA,France,Provence-Alpes-Côte d'Azur,43.956994,6.062951,0,7820,38512,-46332,2041,349,True,True,FRL
2021-05-19,DEU,Germany,Baden-Württemberg,48.537648,9.049199,480953,9751,,471202,,,True,True,DE1
2021-05-19,DEU,Germany,Bayern,48.947574,11.419913,628742,14660,,614082,,,True,True,DE2
2021-05-19,DEU,Germany,Berlin,52.501532,13.40185,176035,3412,,172623,,,True,True,DE3
2021-05-19,DEU,Germany,Brandenburg,53.109014,12.140724,106927,3685,,103242,,,True,True,DE4
2021-05-19,DEU,Germany,Bremen,53.108678,8.785951,26625,469,,26156,,,True,True,DE5
2021-05-19,DEU,Germany,Hamburg,53.54464,10.027798,75144,1535,,73609,,,True,True,DE6
2021-05-19,DEU,Germany,Hessen,50.603242,9.031057,280751,7175,,273576,,,True,True,DE7
2021-05-19,DEU,Germany,Mecklenburg-Vorpommern,53.721962,12.496035,43222,1089,,42133,,,True,True,DE8
2021-05-19,DEU,Germany,Niedersachsen,52.765527,9.162019,253319,5515,,247804,,,True,True,DE9
2021-05-19,DEU,Germany,Nordrhein-Westfalen,51.479706,7.56208,789621,16356,,773265,,,True,True,DEA
2021-05-19,DEU,Germany,NOT SPECIFIED,,,,,3340400,-3340400,,,True,True,
2020-03-03,DEU,Germany,Repatriierte,,,2,,,2,,,True,True,
2021-05-19,DEU,Germany,Rheinland-Pfalz,49.50932,7.909356,149657,3662,,145995,,,True,True,DEB
2021-05-19,DEU,Germany,Saarland,49.384368,6.953135,39870,981,,38889,,,True,True,DEC
2021-05-19,DEU,Germany,Sachsen,51.052334,13.348561,279227,9455,,269772,,,True,True,DED
2021-05-19,DEU,Germany,Sachsen-Anhalt,52.013193,11.700691,96852,3245,,93607,,,True,True,DEE
2021-05-19,DEU,Germany,Schleswig Holstein,54.0295,9.705555,61948,1570,,60378,,,True,True,DEF
2021-05-19,DEU,Germany,Thüringen,50.903878,11.02488,125202,4105,,121097,,,True,True,DEG
2021-05-18,GRC,Greece,NOT SPECIFIED,,,381266,11534,93764,275968,,,True,True,
2021-05-19,HUN,Hungary,NOT SPECIFIED,,,799588,29329,648513,121746,1908,224,True,True,
2021-05-18,ISL,Iceland,NOT SPECIFIED,,,6549,29,6462,58,,,False,True,
2021-05-14,IRL,Ireland,Ireland,53.41975,-8.240472,254870,4941,,249929,14430,1543,True,True,IE
2021-05-19,ITA,Italy,Abruzzo,42.228034,13.855137,73366,2465,64806,6095,218,18,True,True,ITF1
2021-05-19,ITA,Italy,Basilicata,40.500665,16.082246,25795,569,20471,4755,97,6,True,True,ITF5
2021-05-19,ITA,Italy,Bolzano,46.697344,11.417082,72383,1169,70285,929,25,6,True,True,ITH1
2021-05-19,ITA,Italy,Calabria,39.225585,16.418474,65039,1122,52711,11206,367,27,True,True,ITF6
2021-05-19,ITA,Italy,Campania,41.059945,14.785097,413418,6893,330200,76325,1174,93,True,True,ITF3
2021-05-19,ITA,Italy,Emilia-Romagna,44.536563,11.019909,380569,13116,345439,22014,1082,145,True,True,ITH5
2021-05-19,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,106619,3773,97404,5442,77,13,True,True,ITH4
2021-05-19,ITA,Italy,Lazio,41.981132,12.767224,337676,8053,298998,30625,1669,215,True,True,ITI4
2021-05-19,ITA,Italy,Liguria,44.144781,8.140492,101998,4296,95037,2665,278,47,True,True,ITC3
2021-05-19,ITA,Italy,Lombardia,45.622479,9.770824,827698,33416,757040,37242,2257,337,True,True,ITC4
2021-05-19,ITA,Italy,Marche,43.366624,13.106678,101322,2996,93716,4610,260,44,True,True,ITI3
2021-05-19,ITA,Italy,Molise,41.597834,14.548702,13529,488,12778,263,22,4,True,True,ITF2
2021-05-19,ITA,Italy,Piemonte,45.060965,7.926836,356969,11549,336000,9420,1208,133,True,True,ITC1
2021-05-19,ITA,Italy,Puglia,40.984631,16.620464,247334,6312,205261,35761,1118,127,True,True,ITF4
2021-05-19,ITA,Italy,Sardegna,40.090225,9.036223,56285,1442,41074,13769,233,38,True,True,ITG2
2021-05-19,ITA,Italy,Sicilia,37.587635,14.155497,221368,5699,200401,15268,840,107,True,True,ITG1
2021-05-19,ITA,Italy,Toscana,43.459993,11.136697,237783,6575,217735,13473,929,170,True,True,ITI1
2021-05-19,ITA,Italy,Trento,46.139153,10.830791,45024,1354,43024,646,55,13,True,True,ITH2
2021-05-19,ITA,Italy,Umbria,42.966781,12.49094,55935,1381,52306,2248,122,16,True,True,ITI2
2021-05-19,ITA,Italy,Valle d'Aosta,45.732414,7.393651,11425,471,10600,354,23,0,True,True,ITC2
2021-05-19,ITA,Italy,Veneto,45.664735,11.84235,420990,11507,395863,13620,607,84,True,True,ITH3
2021-05-16,XKX,Kosovo,NOT SPECIFIED,41.85637,21.803351,106843,2223,,,,,False,False,XK
2021-05-19,LVA,Latvia,Latvia,56.875584,24.607722,129297,2298,,126999,,,True,True,LV0
2021-05-18,LIE,Liechtenstein,Liechtenstein,47.164696,9.555,2992,58,2905,29,,,False,False,LI
2021-05-18,LTU,Lithuania,Lithuania,55.174112,23.906736,267769,4136,243126,20507,,,True,True,LT
2021-05-18,LUX,Luxembourg,Luxembourg,49.815764,6.131514,69398,808,,68590,,,True,True,LU
2021-05-19,MLT,Malta,Malta,35.946151,14.384612,30489,417,29952,120,,,True,True,MT001
2021-05-19,MDA,Moldova,Moldova,46.979527,28.377195,254213,6053,245510,2650,,,False,False,MD
2021-05-18,MCO,Monaco,Monaco,43.738348,7.424451,2495,32,2447,16,,,False,False,MC
2021-05-19,MNE,Montenegro,Montenegro,42.710152,19.410069,99031,1566,,97465,120,,False,True,ME
2021-05-19,NLD,Netherlands,Drenthe,52.863149,6.623756,32817,351,,32466,555,,True,True,NL13
2021-05-19,NLD,Netherlands,Flevoland,52.436257,5.519078,35676,240,,35436,631,,True,True,NL23
2021-05-19,NLD,Netherlands,Friesland,53.089388,5.871457,42006,473,,41533,513,,True,True,NL12
2021-05-19,NLD,Netherlands,Gelderland,52.061726,5.945178,180389,2007,,178382,2937,,True,True,NL22
2021-05-19,NLD,Netherlands,Groningen,53.291466,6.700488,36330,250,,36080,394,,True,True,NL11
2021-05-19,NLD,Netherlands,Limburg,51.207579,5.936318,110769,1625,,109144,2648,,True,True,NL42
2021-05-19,NLD,Netherlands,North Brabant,51.527534,5.590194,261031,3106,,257925,4896,,True,True,NL41
2021-05-19,NLD,Netherlands,North Holland,52.551824,4.876581,268690,2573,,266117,4584,,True,True,NL32
2020-07-17,NLD,Netherlands,NOT SPECIFIED,,,0,6138,0,-6138,11894,0,True,True,
2021-05-19,NLD,Netherlands,Overijssel,52.445136,6.4476,105416,1124,,104292,1351,,True,True,NL21
2021-05-19,NLD,Netherlands,South Holland,51.968696,4.541274,385852,4227,,381625,8028,,True,True,NL33
2021-05-19,NLD,Netherlands,Utrecht,52.078728,5.214048,123357,1271,,122086,2614,,True,True,NL31
2021-05-19,NLD,Netherlands,Zeeland,51.312779,3.786651,28535,241,,28294,758,,True,True,NL34
2021-05-18,MKD,North Macedonia,North Macedonia,41.611,21.751417,154804,5232,146302,3270,,,False,True,MK
2021-05-19,NOR,Norway,Agder,58.699661,7.618403,3742,,,3742,,,False,True,NO04
2021-05-19,NOR,Norway,Innlandet,61.43354,10.427144,5043,,,5043,,,False,True,NO02
2021-05-19,NOR,Norway,Møre og Romsdal,62.543569,8.540539,1928,,,1928,,,False,True,NO053
2021-05-19,NOR,Norway,Nordland,66.679716,14.635752,1549,,,1549,,,False,True,NO071
2021-05-19,NOR,Norway,NOT SPECIFIED,,,,781,,-781,4381,841,False,True,
2021-05-19,NOR,Norway,Oslo,59.979683,10.738335,34955,,,34955,,,False,True,NO011
2020-03-31,NOR,Norway,Outside mainland Norway,,,1,0,0,1,0,0,False,True,
2021-05-19,NOR,Norway,Rogaland,58.58709,6.206792,6357,,,6357,,,False,True,NO043
2021-05-19,NOR,Norway,Troms og Finnmark,70.239335,26.12935,1604,,,1604,,,False,True,NO072
2021-05-19,NOR,Norway,Trøndelag,63.421183,11.529951,4139,,,4139,,,False,True,NO06
2021-05-19,NOR,Norway,Vestfold og Telemark,59.493612,8.722188,7400,,,7400,,,False,True,NO033
2021-05-19,NOR,Norway,Vestland,60.952729,6.513828,9522,,,9522,,,False,True,NO05
2021-05-19,NOR,Norway,Viken,60.020274,9.849655,41364,,,41364,,,False,True,NO012
2021-05-19,POL,Poland,NOT SPECIFIED,,,2859261,72250,2610932,176079,,,True,True,
2021-05-19,PRT,Portugal,Açores,37.775525,-25.494927,5111,32,,5079,,,True,True,PT20
2021-05-19,PRT,Portugal,Alentejo,38.485499,-8.006668,30004,971,,29033,,,True,True,PT18
2021-05-19,PRT,Portugal,Algarve,37.218389,-8.198488,22062,362,,21700,,,True,True,PT15
2021-05-19,PRT,Portugal,Centro,40.111812,-8.012768,119351,3019,,116332,,,True,True,PT16
2020-03-27,PRT,Portugal,Estrageiro,,,21,0,0,21,0,0,True,True,
2021-05-19,PRT,Portugal,Lisbon,38.623843,-8.88436,318548,7210,,311338,,,True,True,PT17
2021-05-19,PRT,Portugal,Madeira,32.736252,-16.972663,9527,68,,9459,,,True,True,PT30
2021-05-19,PRT,Portugal,Norte,41.457206,-7.678153,338675,5351,,333324,,,True,True,PT11
2021-05-19,PRT,Portugal,NOT SPECIFIED,,,,,804176,-804176,211,56,True,True,
2021-05-19,ROU,Romania,Alba,46.172367,23.487279,21043,,,21043,,,True,True,RO121
2021-05-19,ROU,Romania,Arad,46.273235,21.758454,23538,,,23538,,,True,True,RO421
2021-05-19,ROU,Romania,Argeș,45.072253,24.814273,27142,,,27142,,,True,True,RO311
2021-05-19,ROU,Romania,Bacău,46.42171,26.773519,25951,,,25951,,,True,True,RO211
2021-05-19,ROU,Romania,Bihor,46.942178,22.210795,29029,,,29029,,,True,True,RO111
2021-05-19,ROU,Romania,Bistrița-Năsăud,47.237306,24.522034,11813,,,11813,,,True,True,RO112
2021-05-19,ROU,Romania,Botoșani,47.85927,26.763139,14075,,,14075,,,True,True,RO212
2021-05-19,ROU,Romania,Brăila,45.0878,27.673222,13192,,,13192,,,True,True,RO221
2021-05-19,ROU,Romania,Brașov,45.765228,25.302188,43436,,,43436,,,True,True,RO122
2021-05-19,ROU,Romania,București,44.442674,26.08861,182761,,,182761,,,True,True,RO321
2021-05-19,ROU,Romania,Buzău,45.245475,26.750309,12488,,,12488,,,True,True,RO222
2021-05-19,ROU,Romania,Călărași,44.313456,27.020712,9994,,,9994,,,True,True,RO312
2021-05-19,ROU,Romania,Caraș-Severin,45.150492,22.042977,11327,,,11327,,,True,True,RO422
2021-05-19,ROU,Romania,Cluj,46.812237,23.53594,57204,,,57204,,,True,True,RO113
2021-05-19,ROU,Romania,Costanza,44.244926,28.247767,42729,,,42729,,,True,True,RO223
2021-05-19,ROU,Romania,Covasna,45.938093,25.990767,8477,,,8477,,,True,True,RO123
2021-05-19,ROU,Romania,Dâmbovița,44.864944,25.496775,22396,,,22396,,,True,True,RO313
2021-05-19,ROU,Romania,Dolj,44.140792,23.613526,26482,,,26482,,,True,True,RO411
2021-05-19,ROU,Romania,Galați,45.792748,27.75769,27424,,,27424,,,True,True,RO224
2021-05-19,ROU,Romania,Giurgiu,44.144127,25.881413,10956,,,10956,,,True,True,RO314
2021-05-19,ROU,Romania,Gorj,45.004246,23.322863,9178,,,9178,,,True,True,RO412
2021-05-19,ROU,Romania,Harghita,46.549997,25.558475,8209,,,8209,,,True,True,RO124
2021-05-19,ROU,Romania,Hunedoara,45.753652,22.938806,22792,,,22792,,,True,True,RO423
2021-05-19,ROU,Romania,Iași,47.221224,27.311502,10711,,,10711,,,True,True,RO213
2021-05-19,ROU,Romania,Ialomița,44.627356,27.256013,42170,,,42170,,,True,True,RO315
2021-05-19,ROU,Romania,Ilfov,44.286638,26.144699,44897,,,44897,,,True,True,RO322
2021-05-19,ROU,Romania,Maramureș,47.671302,23.981463,20300,,,20300,,,True,True,RO114
2021-05-19,ROU,Romania,Mehedinți,44.365324,22.737138,8278,,,8278,,,True,True,RO413
2021-05-19,ROU,Romania,Mureș,46.609503,24.697133,23795,,,23795,,,True,True,RO125
2021-05-19,ROU,Romania,Neamț,46.969735,26.375809,18758,,,18758,,,True,True,RO214
2021-05-19,ROU,Romania,NOT SPECIFIED,,,,29662,,-29662,,,True,True,
2021-05-19,ROU,Romania,Olt,44.272504,24.439351,14496,,,14496,,,True,True,RO414
2021-05-19,ROU,Romania,Prahova,45.114672,26.015788,34916,,,34916,,,True,True,RO316
2021-05-19,ROU,Romania,Sălaj,47.18438,23.106887,10886,,,10886,,,True,True,RO116
2021-05-19,ROU,Romania,Satu Mare,47.705953,22.898922,12931,,,12931,,,True,True,RO115
2021-05-19,ROU,Romania,Sibiu,45.85906,24.245264,26292,,,26292,,,True,True,RO126
2021-05-19,ROU,Romania,Suceava,47.637703,25.82751,24091,,,24091,,,True,True,RO215
2021-05-19,ROU,Romania,Teleorman,44.027822,25.197899,13625,,,13625,,,True,True,RO317
2021-05-19,ROU,Romania,Timiș,45.743832,21.377998,54104,,,54104,,,True,True,RO424
2021-05-19,ROU,Romania,Tulcea,44.986929,28.858105,8364,,,8364,,,True,True,RO225
2021-05-19,ROU,Romania,Vâlcea,45.096033,24.110629,16308,,,16308,,,True,True,RO415
